Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q12_MULTIPLE_CHOICE,Q17,Q18,Q20,Q22,Q23,Q24,Q25,Q26,Q32,Q37,Q40,Q43,Q46,Q48
Male,1,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Data Analyst,Broadcasting/Communications,0-1,17671,"We have well established ML methods (i.e., models in production for more than 2 years)","Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Scikit-Learn,Plotly,1,2,2,4,Text Data,DataCamp,Independent projects are much more important than academic achievements,10-20,10-20,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Male,3,India,No formal education past high school,no_undergrad,Research Scientist,Accounting/Finance,5-10,8692,"We recently started using ML methods (i.e., models in production for less than 2 years)",Other,Python,Python,Scikit-Learn,Matplotlib,2,3,3,4,Categorical Data,Udemy,Independent projects are equally important as academic achievements,30-40,20-30,I do not know; I have no opinion on the matter
Male,2,India,Bachelor’s degree,"A business discipline (accounting, economics, finance, etc.)",Other,Accounting/Finance,5-10,7242,No (we do not use ML methods),"Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Other,Other,1,2,1,2,Numerical Data,Other,Independent projects are much more important than academic achievements,0-10,10-20,I am confident that I can understand and explain the outputs of many but not all ML models
Male,2,India,Master’s degree,Other,Salesperson,Other,1-2,6996,No (we do not use ML methods),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",Python,Python,Other,Other,1,2,2,1,Other,Udemy,Independent projects are slightly more important than academic achievements,10-20,30-40,I do not know; I have no opinion on the matter
Male,3,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Mathematics or statistics,Data Scientist,Computers/Technology,4-5,81628,"We recently started using ML methods (i.e., models in production for less than 2 years)","Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Scikit-Learn,Matplotlib,3,5,6,5,Text Data,Coursera,Independent projects are equally important as academic achievements,10-20,10-20,I am confident that I can understand and explain the outputs of many but not all ML models
Male,1,India,Master’s degree,Engineering (non-computer focused),Other,Computers/Technology,2-3,418064,We are exploring ML methods (and may one day put a model into production),"Advanced statistical software (SPSS, SAS, etc.)",SQL,R,Other,ggplot2,4,4,2,5,Numerical Data,Udemy,Independent projects are much more important than academic achievements,0-10,10-20,I am confident that I can understand and explain the outputs of many but not all ML models
Male,1,Russia,Master’s degree,Engineering (non-computer focused),Student,I am a student,5-10,7634,No (we do not use ML methods),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",MATLAB,SQL,Other,Other,1,1,1,2,Other,Other,Independent projects are equally important as academic achievements,Other,Other,Other
Male,1,India,Master’s degree,"Computer science (software engineering, etc.)",Data Scientist,Marketing/CRM,0-1,7729,"We have well established ML methods (i.e., models in production for more than 2 years)","Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,TensorFlow,Matplotlib,3,3,3,4,Tabular Data,Coursera,Independent projects are much more important than academic achievements,10-20,20-30,I do not know; I have no opinion on the matter
Male,2,India,Professional degree,Engineering (non-computer focused),Software Engineer,Medical/Pharmaceutical,3-4,6701,"We recently started using ML methods (i.e., models in production for less than 2 years)","Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",C#/.NET,Python,Scikit-Learn,Other,4,2,2,2,Other,Other,Independent projects are equally important as academic achievements,40-50,40-50,I am confident that I can understand and explain the outputs of many but not all ML models
Male,4,India,Master’s degree,"Computer science (software engineering, etc.)",Data Analyst,Computers/Technology,3-4,21530,We are exploring ML methods (and may one day put a model into production),"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",SQL,Python,Scikit-Learn,ggplot2,2,6,4,4,Numerical Data,DataCamp,Independent projects are much more important than academic achievements,0,10-20,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Male,2,India,Master’s degree,Other,Student,I am a student,0-1,670,No (we do not use ML methods),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",Python,Python,Scikit-Learn,Matplotlib,3,3,2,4,Time Series Data,Other,Independent projects are much more important than academic achievements,90-100,90-100,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Female,2,India,Master’s degree,Engineering (non-computer focused),Software Engineer,Computers/Technology,1-2,147639,We are exploring ML methods (and may one day put a model into production),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",Python,Python,Other,Matplotlib,3,3,2,0,Other,developers.google.com,Independent projects are much more important than academic achievements,0-10,0-10,I am confident that I can understand and explain the outputs of many but not all ML models
Male,1,China,Master’s degree,Environmental science or geology,Data Analyst,Energy/Mining,0-1,27965,We are exploring ML methods (and may one day put a model into production),"Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Other,Other,1,2,2,2,Geospatial Data,Other,Independent projects are equally important as academic achievements,20-30,10-20,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Male,4,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,10-15,29258,We use ML methods for generating insights (but do not put working models into production),"Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,randomForest,Plotly,3,3,3,4,Text Data,Udemy,Independent projects are slightly more important than academic achievements,10-20,10-20,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Male,1,India,Bachelor’s degree,Engineering (non-computer focused),Software Engineer,Computers/Technology,0-1,7245,I do not know,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",Python,Python,Other,Matplotlib,5,2,2,5,Numerical Data,Other,Independent projects are much more important than academic achievements,0,0,I do not know; I have no opinion on the matter
Female,4,India,Master’s degree,I never declared a major,Manager,Computers/Technology,10-15,148123,We are exploring ML methods (and may one day put a model into production),"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",SAS,SAS,Other,Other,0,0,1,4,Other,Other,Independent projects are slightly more important than academic achievements,Other,Other,Other
Male,5,India,Professional degree,"Computer science (software engineering, etc.)",Data Analyst,Other,0-1,9547,No (we do not use ML methods),"Advanced statistical software (SPSS, SAS, etc.)",R,R,Other,Other,1,2,2,2,Categorical Data,Other,Independent projects are much more important than academic achievements,20-30,20-30,"Yes, most ML models are ""black boxes"""
Male,3,Germany,Doctoral degree,Physics or astronomy,Data Scientist,Other,3-4,90150,"We have well established ML methods (i.e., models in production for more than 2 years)","Local or hosted development environments (RStudio, JupyterLab, etc.)",R,Other,Caret,Lattice,2,5,6,5,Tabular Data,Other,Independent projects are slightly more important than academic achievements,0-10,10-20,I am confident that I can understand and explain the outputs of many but not all ML models
Male,1,India,Professional degree,Other,Data Scientist,Other,0-1,4424,I do not know,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",Python,Python,Other,Other,0,1,1,5,Other,Other,No opinion; I do not know,Other,Other,Other
Male,3,India,Master’s degree,Engineering (non-computer focused),Business Analyst,Retail/Sales,4-5,29932,No (we do not use ML methods),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",Python,Python,Scikit-Learn,Other,1,2,2,4,Categorical Data,Coursera,Independent projects are equally important as academic achievements,0-10,50-60,I am confident that I can understand and explain the outputs of many but not all ML models
Male,4,India,Master’s degree,"Computer science (software engineering, etc.)",Marketing Analyst,Computers/Technology,10-15,6244,No (we do not use ML methods),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",Python,Python,Other,Seaborn,1,1,2,0,Other,Other,Independent projects are equally important as academic achievements,Other,Other,Other
Male,1,China,Master’s degree,"Computer science (software engineering, etc.)",Student,I am a student,3-4,3515,"We have well established ML methods (i.e., models in production for more than 2 years)","Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",Python,Python,Scikit-Learn,Seaborn,4,2,2,5,Numerical Data,Kaggle Learn,Independent projects are equally important as academic achievements,0-10,40-50,I am confident that I can explain the outputs of most if not all ML models
Male,2,India,Master’s degree,Engineering (non-computer focused),Data Engineer,Manufacturing/Fabrication,3-4,18468,We use ML methods for generating insights (but do not put working models into production),Other,Java,Java,Spark MLlib,D3,4,4,3,5,Time Series Data,Other,Independent projects are slightly more important than academic achievements,60-70,50-60,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Male,2,India,Bachelor’s degree,Engineering (non-computer focused),Software Engineer,Computers/Technology,4-5,4516,We are exploring ML methods (and may one day put a model into production),"Local or hosted development environments (RStudio, JupyterLab, etc.)",Javascript/Typescript,Python,Scikit-Learn,Matplotlib,3,2,2,5,Numerical Data,Kaggle Learn,Independent projects are equally important as academic achievements,50-60,40-50,I am confident that I can understand and explain the outputs of many but not all ML models
Male,1,India,Master’s degree,Physics or astronomy,Marketing Analyst,Academics/Education,0-1,6134,We are exploring ML methods (and may one day put a model into production),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",R,Python,Other,ggplot2,2,2,2,5,Other,Kaggle Learn,Independent projects are slightly more important than academic achievements,40-50,90-100,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Male,2,India,Master’s degree,"Computer science (software engineering, etc.)",Data Scientist,Computers/Technology,4-5,18951,"We have well established ML methods (i.e., models in production for more than 2 years)",Other,Python,Python,Scikit-Learn,Matplotlib,2,4,6,5,Text Data,Udemy,Independent projects are much more important than academic achievements,40-50,90-100,I am confident that I can understand and explain the outputs of many but not all ML models
Male,2,China,Master’s degree,Engineering (non-computer focused),Data Scientist,Computers/Technology,3-4,6146,"We recently started using ML methods (i.e., models in production for less than 2 years)",Other,SQL,SQL,Spark MLlib,Matplotlib,2,5,7,4,Text Data,Other,Independent projects are slightly more important than academic achievements,10-20,20-30,I am confident that I can explain the outputs of most if not all ML models
Female,2,Germany,Doctoral degree,"Computer science (software engineering, etc.)",Data Scientist,Manufacturing/Fabrication,2-3,74964,"We recently started using ML methods (i.e., models in production for less than 2 years)",Other,Python,Python,Scikit-Learn,Matplotlib,3,5,7,5,Numerical Data,Udacity,Independent projects are slightly more important than academic achievements,0,50-60,I am confident that I can understand and explain the outputs of many but not all ML models
Male,1,India,Master’s degree,"Social sciences (anthropology, psychology, sociology, etc.)",Business Analyst,Retail/Sales,1-2,7866,We use ML methods for generating insights (but do not put working models into production),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",SQL,SQL,Other,Other,0,1,1,4,Other,Other,Independent projects are much more important than academic achievements,Other,Other,Other
Male,1,India,Master’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,1-2,5975,"We recently started using ML methods (i.e., models in production for less than 2 years)","Basic statistical software (Microsoft Excel, Google Sheets, etc.)",Python,Python,Scikit-Learn,Other,4,3,3,2,Time Series Data,Other,Independent projects are equally important as academic achievements,0,30-40,I am confident that I can understand and explain the outputs of many but not all ML models
Male,0,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,2-3,8781,I do not know,"Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Other,Matplotlib,1,2,2,1,Text Data,Udemy,Independent projects are much more important than academic achievements,10-20,0-10,I am confident that I can understand and explain the outputs of many but not all ML models
Female,3,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Consultant,Computers/Technology,1-2,12261,"We recently started using ML methods (i.e., models in production for less than 2 years)","Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Scikit-Learn,Matplotlib,4,3,3,4,Other,Coursera,Independent projects are much more important than academic achievements,0-10,10-20,I am confident that I can understand and explain the outputs of many but not all ML models
Male,1,India,Bachelor’s degree,Engineering (non-computer focused),Software Engineer,Computers/Technology,1-2,6610,We are exploring ML methods (and may one day put a model into production),"Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Keras,Other,3,3,3,4,Image Data,Fast.AI,Independent projects are much more important than academic achievements,20-30,20-30,I am confident that I can understand and explain the outputs of many but not all ML models
Male,3,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Business Analyst,Computers/Technology,5-10,5813,No (we do not use ML methods),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",Python,Python,Other,Other,2,2,2,5,Image Data,Other,Independent projects are equally important as academic achievements,20-30,20-30,"Yes, most ML models are ""black boxes"""
Male,5,India,Bachelor’s degree,Engineering (non-computer focused),Business Analyst,Computers/Technology,10-15,24910,"We have well established ML methods (i.e., models in production for more than 2 years)","Basic statistical software (Microsoft Excel, Google Sheets, etc.)",Python,Python,Other,Other,1,1,2,0,Other,Other,Independent projects are much more important than academic achievements,Other,Other,Other
Male,3,India,Bachelor’s degree,Engineering (non-computer focused),Data Scientist,Computers/Technology,0-1,36114,"We recently started using ML methods (i.e., models in production for less than 2 years)","Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",Python,Python,Keras,Matplotlib,2,3,3,5,Image Data,Fast.AI,Independent projects are slightly more important than academic achievements,0-10,10-20,I am confident that I can understand and explain the outputs of many but not all ML models
Male,0,India,Bachelor’s degree,Engineering (non-computer focused),Student,I am a student,2-3,3142,We are exploring ML methods (and may one day put a model into production),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",C/C++,Python,Other,Other,1,2,2,5,Categorical Data,Udemy,Independent projects are equally important as academic achievements,0,30-40,I am confident that I can explain the outputs of most if not all ML models
Female,1,India,Master’s degree,"Medical or life sciences (biology, chemistry, medicine, etc.)",Student,I am a student,0-1,8565,"We recently started using ML methods (i.e., models in production for less than 2 years)","Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Scikit-Learn,Matplotlib,3,2,2,2,Text Data,Other,Independent projects are much more important than academic achievements,0,0,I am confident that I can understand and explain the outputs of many but not all ML models
Male,0,India,Bachelor’s degree,Other,Student,I am a student,0-1,9799,"We recently started using ML methods (i.e., models in production for less than 2 years)","Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",Python,Python,Keras,Other,2,2,2,4,Tabular Data,Other,Independent projects are much more important than academic achievements,0-10,0-10,I do not know; I have no opinion on the matter
Male,5,Brazil,Bachelor’s degree,"Information technology, networking, or system administration",Other,Government/Public Service,1-2,9186,I do not know,"Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Other,Other,3,2,2,0,Other,Other,No opinion; I do not know,Other,Other,Other
Male,4,India,Master’s degree,Physics or astronomy,Software Engineer,Computers/Technology,5-10,29972,We are exploring ML methods (and may one day put a model into production),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",C#/.NET,Python,TensorFlow,Other,2,2,2,0,Text Data,Coursera,Independent projects are much more important than academic achievements,20-30,70-80,I am confident that I can understand and explain the outputs of many but not all ML models
Male,2,India,Master’s degree,Engineering (non-computer focused),Statistician,Accounting/Finance,2-3,67732,We are exploring ML methods (and may one day put a model into production),"Advanced statistical software (SPSS, SAS, etc.)",MATLAB,Python,Other,Other,5,4,2,5,Other,Coursera,Independent projects are slightly more important than academic achievements,20-30,40-50,I do not know; I have no opinion on the matter
Male,3,India,Master’s degree,Engineering (non-computer focused),Data Scientist,Other,1-2,9443,We use ML methods for generating insights (but do not put working models into production),"Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Keras,Matplotlib,3,3,4,5,Text Data,Coursera,Independent projects are slightly less important than academic achievements,30-40,30-40,I am confident that I can understand and explain the outputs of many but not all ML models
Male,0,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,0-1,4457,I do not know,"Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Other,Other,3,3,3,4,Other,Coursera,Independent projects are much more important than academic achievements,0-10,70-80,I am confident that I can understand and explain the outputs of many but not all ML models
Male,2,Russia,Professional degree,"A business discipline (accounting, economics, finance, etc.)",Manager,Computers/Technology,2-3,21508,No (we do not use ML methods),"Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Other,Other,0,3,2,0,Tabular Data,Other,Independent projects are much more important than academic achievements,0,10-20,I am confident that I can understand and explain the outputs of many but not all ML models
Female,3,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Mathematics or statistics,Data Scientist,Online Service/Internet-based Services,1-2,72262,"We recently started using ML methods (i.e., models in production for less than 2 years)","Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",Other,Other,Spark MLlib,ggplot2,4,6,8,5,Numerical Data,Coursera,Independent projects are slightly more important than academic achievements,Other,60-70,I am confident that I can understand and explain the outputs of many but not all ML models
Male,0,India,Bachelor’s degree,Engineering (non-computer focused),Student,I am a student,0-1,8054,I do not know,"Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,TensorFlow,Matplotlib,2,3,3,1,Numerical Data,Coursera,Independent projects are slightly more important than academic achievements,10-20,0-10,I am confident that I can understand and explain the outputs of many but not all ML models
Male,3,India,Master’s degree,Engineering (non-computer focused),Manager,Other,5-10,48832,"We recently started using ML methods (i.e., models in production for less than 2 years)","Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Scikit-Learn,Matplotlib,1,5,6,4,Tabular Data,Coursera,Independent projects are slightly more important than academic achievements,0-10,90-100,I am confident that I can understand and explain the outputs of many but not all ML models
Male,1,India,Bachelor’s degree,Engineering (non-computer focused),Data Engineer,Computers/Technology,0-1,19674,"We recently started using ML methods (i.e., models in production for less than 2 years)","Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Keras,Matplotlib,1,2,2,1,Other,Other,Independent projects are slightly more important than academic achievements,20-30,20-30,I am confident that I can explain the outputs of most if not all ML models
Male,2,Russia,Master’s degree,"Computer science (software engineering, etc.)",Data Scientist,Computers/Technology,0-1,6026,We are exploring ML methods (and may one day put a model into production),"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",Python,Python,PyTorch,Matplotlib,4,4,3,5,Other,Coursera,Independent projects are equally important as academic achievements,0-10,90-100,I am confident that I can understand and explain the outputs of many but not all ML models
Female,3,India,Master’s degree,Other,Research Scientist,Other,4-5,54096,"We have well established ML methods (i.e., models in production for more than 2 years)","Advanced statistical software (SPSS, SAS, etc.)",Python,Python,Xgboost,Seaborn,3,4,6,5,Time Series Data,Other,Independent projects are much more important than academic achievements,30-40,80-90,I am confident that I can explain the outputs of most if not all ML models
Male,2,Germany,Master’s degree,"Computer science (software engineering, etc.)",Research Assistant,Academics/Education,2-3,49225,"We have well established ML methods (i.e., models in production for more than 2 years)",Other,Python,Python,Mxnet,Other,3,3,4,2,Other,Other,Independent projects are equally important as academic achievements,0-10,60-70,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Male,3,India,Bachelor’s degree,Engineering (non-computer focused),Data Scientist,Computers/Technology,2-3,25616,We are exploring ML methods (and may one day put a model into production),"Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Scikit-Learn,Matplotlib,4,4,5,1,Sensor Data,Other,Independent projects are equally important as academic achievements,0-10,10-20,I am confident that I can understand and explain the outputs of many but not all ML models
Male,0,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,3-4,381,No (we do not use ML methods),"Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Scikit-Learn,Seaborn,2,3,3,5,Geospatial Data,Coursera,Independent projects are slightly more important than academic achievements,0,40-50,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Male,1,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,3-4,2942,"We have well established ML methods (i.e., models in production for more than 2 years)","Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Scikit-Learn,Seaborn,4,4,3,0,Numerical Data,Kaggle Learn,Independent projects are slightly more important than academic achievements,10-20,10-20,I am confident that I can understand and explain the outputs of many but not all ML models
Female,2,Russia,Master’s degree,"A business discipline (accounting, economics, finance, etc.)",Other,Online Service/Internet-based Services,1-2,12114,"We recently started using ML methods (i.e., models in production for less than 2 years)",Other,SQL,Python,Keras,Other,1,2,2,4,Other,Coursera,Independent projects are equally important as academic achievements,Other,0-10,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Male,3,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,5-10,9310,I do not know,Other,Python,Java,Other,Other,4,4,2,4,Text Data,Other,Independent projects are equally important as academic achievements,10-20,10-20,I do not know; I have no opinion on the matter
Male,0,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,1-2,6825,No (we do not use ML methods),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",Python,Python,Keras,Matplotlib,1,3,3,4,Time Series Data,Udemy,Independent projects are much more important than academic achievements,0-10,60-70,I am confident that I can explain the outputs of most if not all ML models
Male,0,India,Bachelor’s degree,Engineering (non-computer focused),Student,I am a student,0-1,1674,I do not know,"Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Scikit-Learn,Matplotlib,2,3,3,5,Time Series Data,Other,Independent projects are much more important than academic achievements,20-30,0-10,I am confident that I can understand and explain the outputs of many but not all ML models
Male,3,India,Bachelor’s degree,Engineering (non-computer focused),Data Analyst,Manufacturing/Fabrication,10-15,18658,We are exploring ML methods (and may one day put a model into production),"Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Scikit-Learn,ggplot2,2,3,2,2,Tabular Data,DataCamp,Independent projects are slightly more important than academic achievements,Other,30-40,I am confident that I can understand and explain the outputs of many but not all ML models
Male,3,India,Bachelor’s degree,"Medical or life sciences (biology, chemistry, medicine, etc.)",Student,I am a student,0-1,3125,I do not know,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",Java,Python,TensorFlow,Matplotlib,4,1,2,2,Other,Other,Independent projects are much more important than academic achievements,Other,Other,Other
Male,2,Brazil,Master’s degree,Other,Business Analyst,Insurance/Risk Assessment,1-2,18167,We are exploring ML methods (and may one day put a model into production),"Advanced statistical software (SPSS, SAS, etc.)",SQL,Python,Scikit-Learn,Matplotlib,2,4,2,0,Tabular Data,Coursera,Independent projects are slightly more important than academic achievements,0,0,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Male,3,China,Master’s degree,"Computer science (software engineering, etc.)",Data Analyst,Computers/Technology,5-10,94885,We are exploring ML methods (and may one day put a model into production),"Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,TensorFlow,ggplot2,3,4,5,2,Numerical Data,Coursera,Independent projects are slightly more important than academic achievements,10-20,30-40,I am confident that I can understand and explain the outputs of many but not all ML models
Male,5,India,Doctoral degree,"Computer science (software engineering, etc.)",Other,Academics/Education,10-15,12044,We use ML methods for generating insights (but do not put working models into production),"Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Scikit-Learn,Other,2,3,3,4,Image Data,Coursera,Independent projects are equally important as academic achievements,10-20,40-50,I am confident that I can understand and explain the outputs of many but not all ML models
Male,2,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,5-10,22231,No (we do not use ML methods),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",Java,Python,Other,ggplot2,2,1,1,1,Other,Other,Independent projects are much more important than academic achievements,Other,Other,Other
Male,1,India,Master’s degree,"Computer science (software engineering, etc.)",Software Engineer,Military/Security/Defense,1-2,19739,"We have well established ML methods (i.e., models in production for more than 2 years)","Basic statistical software (Microsoft Excel, Google Sheets, etc.)",C/C++,Python,Caffe,Other,4,3,3,4,Video Data,Fast.AI,Independent projects are much more important than academic achievements,0-10,30-40,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Male,5,China,Master’s degree,"A business discipline (accounting, economics, finance, etc.)",Research Scientist,Accounting/Finance,5-10,96331,"We have well established ML methods (i.e., models in production for more than 2 years)","Local or hosted development environments (RStudio, JupyterLab, etc.)",Visual Basic/VBA,Python,Xgboost,Other,2,5,4,4,Other,Other,No opinion; I do not know,Other,Other,Other
Male,2,India,Master’s degree,Engineering (non-computer focused),Consultant,Accounting/Finance,1-2,15852,"We have well established ML methods (i.e., models in production for more than 2 years)","Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Scikit-Learn,ggplot2,1,4,2,1,Tabular Data,Coursera,Independent projects are equally important as academic achievements,20-30,10-20,I am confident that I can understand and explain the outputs of many but not all ML models
Male,0,India,Bachelor’s degree,Engineering (non-computer focused),Student,I am a student,1-2,1044,I do not know,"Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,PyTorch,Matplotlib,3,3,4,1,Image Data,Coursera,Independent projects are equally important as academic achievements,40-50,40-50,I am confident that I can understand and explain the outputs of many but not all ML models
Male,0,India,Master’s degree,"Information technology, networking, or system administration",Student,I am a student,0-1,4781,I do not know,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",Python,Python,Scikit-Learn,Matplotlib,4,3,2,1,Other,Coursera,Independent projects are equally important as academic achievements,30-40,40-50,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Male,4,India,Bachelor’s degree,"Computer science (software engineering, etc.)",Data Analyst,Computers/Technology,10-15,107557,We use ML methods for generating insights (but do not put working models into production),"Local or hosted development environments (RStudio, JupyterLab, etc.)",SQL,SQL,randomForest,ggplot2,1,5,3,4,Other,DataCamp,Independent projects are equally important as academic achievements,30-40,30-40,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Male,7,United States of America,Doctoral degree,"Computer science (software engineering, etc.)",Product/Project Manager,Computers/Technology,10-15,203956,We are exploring ML methods (and may one day put a model into production),"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",C/C++,Python,Scikit-Learn,Other,3,4,3,2,Text Data,Other,Independent projects are equally important as academic achievements,30-40,80-90,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Female,2,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Mathematics or statistics,Data Scientist,Government/Public Service,2-3,45315,We are exploring ML methods (and may one day put a model into production),"Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Other,ggplot2,2,4,2,4,Time Series Data,DataCamp,Independent projects are slightly more important than academic achievements,0,10-20,I am confident that I can understand and explain the outputs of many but not all ML models
Male,4,Germany,Some college/university study without earning a bachelor’s degree,"Computer science (software engineering, etc.)",Consultant,Computers/Technology,10-15,62878,We are exploring ML methods (and may one day put a model into production),"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",Javascript/Typescript,Python,TensorFlow,Other,1,5,4,0,Text Data,Other,Independent projects are much more important than academic achievements,0,0,"Yes, most ML models are ""black boxes"""
Male,3,India,Master’s degree,I never declared a major,Data Scientist,Computers/Technology,3-4,16473,"We recently started using ML methods (i.e., models in production for less than 2 years)","Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Scikit-Learn,Matplotlib,1,4,5,4,Text Data,Udemy,Independent projects are slightly more important than academic achievements,20-30,60-70,I am confident that I can understand and explain the outputs of many but not all ML models
Male,3,Russia,Master’s degree,"Computer science (software engineering, etc.)",Software Engineer,Online Service/Internet-based Services,5-10,38480,We are exploring ML methods (and may one day put a model into production),Other,C/C++,Python,catboost,Other,3,5,5,4,Video Data,Coursera,Independent projects are equally important as academic achievements,Other,Other,Other
Male,0,China,Master’s degree,"Computer science (software engineering, etc.)",Student,I am a student,2-3,98,We are exploring ML methods (and may one day put a model into production),"Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Scikit-Learn,Plotly,4,3,3,5,Numerical Data,Other,Independent projects are much more important than academic achievements,40-50,40-50,I am confident that I can explain the outputs of most if not all ML models
Male,4,Germany,Master’s degree,Mathematics or statistics,Data Scientist,Computers/Technology,3-4,53083,"We have well established ML methods (i.e., models in production for more than 2 years)","Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",Python,Python,Scikit-Learn,Other,3,4,5,2,Other,Coursera,Independent projects are slightly less important than academic achievements,0,20-30,I am confident that I can understand and explain the outputs of many but not all ML models
