Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q12_MULTIPLE_CHOICE,Q17,Q18,Q20,Q22,Q23,Q24,Q25,Q26,Q32,Q37,Q40,Q43,Q46,Q48
Prefer not to say,1,China,Doctoral degree,"Medical or life sciences (biology, chemistry, medicine, etc.)",Student,I am a student,15-20,5623,"We recently started using ML methods (i.e., models in production for less than 2 years)","Basic statistical software (Microsoft Excel, Google Sheets, etc.)",Python,Python,PyTorch,Other,2,2,2,1,Other,Fast.AI,Independent projects are slightly more important than academic achievements,0-10,10-20,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Male,1,China,Master’s degree,"Computer science (software engineering, etc.)",Student,I am a student,0-1,9713,We are exploring ML methods (and may one day put a model into production),"Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Scikit-Learn,Matplotlib,2,2,2,5,Numerical Data,Coursera,Independent projects are equally important as academic achievements,40-50,60-70,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Female,1,China,Master’s degree,Engineering (non-computer focused),Student,I am a student,0-1,4446,"We recently started using ML methods (i.e., models in production for less than 2 years)","Advanced statistical software (SPSS, SAS, etc.)",Python,Python,Other,Other,2,2,2,0,Other,Other,Independent projects are slightly more important than academic achievements,30-40,0-10,"Yes, most ML models are ""black boxes"""
Male,2,China,Doctoral degree,"Computer science (software engineering, etc.)",Student,I am a student,20-25,9813,We are exploring ML methods (and may one day put a model into production),"Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,PyTorch,Other,2,3,3,4,Other,Coursera,Independent projects are much more important than academic achievements,Other,Other,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Male,3,China,Bachelor’s degree,"Computer science (software engineering, etc.)",Software Engineer,Computers/Technology,5-10,58706,We are exploring ML methods (and may one day put a model into production),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",C/C++,Python,TensorFlow,Other,4,3,4,5,Image Data,Other,Independent projects are much more important than academic achievements,0-10,90-100,"Yes, most ML models are ""black boxes"""
Male,1,China,Doctoral degree,"Computer science (software engineering, etc.)",Student,I am a student,1-2,3873,We are exploring ML methods (and may one day put a model into production),"Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Scikit-Learn,Matplotlib,3,3,3,2,Text Data,Coursera,Independent projects are equally important as academic achievements,40-50,50-60,I am confident that I can understand and explain the outputs of many but not all ML models
Male,2,China,Doctoral degree,Mathematics or statistics,Data Analyst,Government/Public Service,2-3,23884,"We have well established ML methods (i.e., models in production for more than 2 years)","Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,R,TensorFlow,ggplot2,3,4,5,4,Time Series Data,Other,Independent projects are equally important as academic achievements,20-30,70-80,I am confident that I can understand and explain the outputs of many but not all ML models
Male,1,China,Master’s degree,"Information technology, networking, or system administration",Student,I am a student,1-2,4580,"We recently started using ML methods (i.e., models in production for less than 2 years)",Other,C++,C++,Other,Matplotlib,2,3,5,2,Other,Other,Independent projects are equally important as academic achievements,Other,Other,I am confident that I can understand and explain the outputs of many but not all ML models
Male,2,China,Master’s degree,"Computer science (software engineering, etc.)",Data Scientist,Online Service/Internet-based Services,3-4,75163,"We have well established ML methods (i.e., models in production for more than 2 years)","Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Scikit-Learn,Other,3,5,6,1,Other,Coursera,Independent projects are equally important as academic achievements,10-20,10-20,I am confident that I can understand and explain the outputs of many but not all ML models
Male,3,China,Bachelor’s degree,Engineering (non-computer focused),Software Engineer,Computers/Technology,5-10,60731,No (we do not use ML methods),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",Python,Python,Scikit-Learn,Other,3,2,2,5,Other,Udacity,Independent projects are equally important as academic achievements,0-10,0,I am confident that I can explain the outputs of most if not all ML models
Male,2,China,Master’s degree,Engineering (non-computer focused),Data Scientist,Medical/Pharmaceutical,2-3,43440,"We recently started using ML methods (i.e., models in production for less than 2 years)","Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,PyTorch,Other,3,3,4,5,Other,Online University Courses,Independent projects are equally important as academic achievements,70-80,90-100,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Male,1,China,Master’s degree,"Medical or life sciences (biology, chemistry, medicine, etc.)",Student,I am a student,0-1,16079,No (we do not use ML methods),"Local or hosted development environments (RStudio, JupyterLab, etc.)",SAS/STATA,R,Other,Other,2,2,1,2,Other,Other,Independent projects are equally important as academic achievements,Other,Other,Other
Female,0,China,Some college/university study without earning a bachelor’s degree,"Computer science (software engineering, etc.)",Student,I am a student,1-2,4741,"We recently started using ML methods (i.e., models in production for less than 2 years)","Basic statistical software (Microsoft Excel, Google Sheets, etc.)",Python,C++,TensorFlow,Other,2,2,1,4,Other,TheSchool.AI,Independent projects are equally important as academic achievements,0-10,0-10,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Male,2,China,Master’s degree,Physics or astronomy,Student,I am a student,1-2,9869,No (we do not use ML methods),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",Python,Python,Scikit-Learn,Matplotlib,2,3,2,5,Numerical Data,Other,Independent projects are much more important than academic achievements,10-20,10-20,I do not know; I have no opinion on the matter
Male,3,China,Doctoral degree,Other,Research Assistant,Academics/Education,2-3,5784,"We recently started using ML methods (i.e., models in production for less than 2 years)","Local or hosted development environments (RStudio, JupyterLab, etc.)",MATLAB,MATLAB,Other,Other,4,2,2,2,Other,Other,Independent projects are slightly more important than academic achievements,20-30,0-10,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Male,2,China,I prefer not to answer,"A business discipline (accounting, economics, finance, etc.)",Data Analyst,Accounting/Finance,2-3,19845,We are exploring ML methods (and may one day put a model into production),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",Python,Python,Keras,Other,1,3,3,1,Categorical Data,Other,Independent projects are much more important than academic achievements,0-10,10-20,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Male,2,China,Master’s degree,Engineering (non-computer focused),Data Scientist,Accounting/Finance,0-1,9985,"We recently started using ML methods (i.e., models in production for less than 2 years)","Advanced statistical software (SPSS, SAS, etc.)",Python,SQL,Scikit-Learn,Seaborn,3,2,2,5,Numerical Data,Udemy,Independent projects are much more important than academic achievements,20-30,20-30,"Yes, most ML models are ""black boxes"""
Male,1,China,Master’s degree,Mathematics or statistics,Student,I am a student,15-20,4750,I do not know,"Advanced statistical software (SPSS, SAS, etc.)",Python,Python,Other,Other,2,3,3,2,Text Data,Other,Independent projects are slightly more important than academic achievements,Other,Other,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
Female,1,China,Doctoral degree,"Information technology, networking, or system administration",Student,I am a student,3-4,9495,We are exploring ML methods (and may one day put a model into production),"Local or hosted development environments (RStudio, JupyterLab, etc.)",MATLAB,Python,TensorFlow,Other,2,4,4,1,Categorical Data,Other,Independent projects are slightly less important than academic achievements,30-40,20-30,I am confident that I can explain the outputs of most if not all ML models
Male,2,China,Master’s degree,"Computer science (software engineering, etc.)",Student,I am a student,1-2,33359,No (we do not use ML methods),"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",Python,Python,PyTorch,Other,3,3,3,1,Other,Other,Independent projects are slightly more important than academic achievements,10-20,0,I do not know; I have no opinion on the matter
Male,2,China,Master’s degree,Mathematics or statistics,Data Engineer,Online Business/Internet-based Sales,1-2,11308,"We recently started using ML methods (i.e., models in production for less than 2 years)","Advanced statistical software (SPSS, SAS, etc.)",Java,MATLAB,Scikit-Learn,Other,2,2,2,4,Time Series Data,Other,Independent projects are equally important as academic achievements,0,90-100,I am confident that I can understand and explain the outputs of many but not all ML models
Male,2,China,Master’s degree,"Computer science (software engineering, etc.)",Software Engineer,Academics/Education,1-2,21655,We are exploring ML methods (and may one day put a model into production),"Local or hosted development environments (RStudio, JupyterLab, etc.)",Python,Python,Scikit-Learn,Seaborn,2,3,2,1,Text Data,Other,Independent projects are much more important than academic achievements,90-100,20-30,"I view ML models as ""black boxes"" but I am confident that experts are able to explain model outputs"
